country,book,question_number,question_id,criteria_short,parent_book,scale,n_chapters_total,n_chapters_committed,all_other_unsure,mode_answer,mode_position,tie_broken,median_position,median_answer,mean_position,peak_position,peak_answer,end_answer,end_position
Japan,Rocket Girls,7,q7,how common is it for humans to live in space,NA,ordinal,9,3,FALSE,Exceptionally rare (few astronauts/explorers),1,FALSE,1,Exceptionally rare (few astronauts/explorers),1,1,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers),1
Japan,Rocket Girls,8,q8,are there different countries in space? Or just one?,NA,ordinal,9,7,FALSE,Earth nation-states extend into space,3,FALSE,3,Earth nation-states extend into space,3,3,Earth nation-states extend into space,Earth nation-states extend into space,3
Japan,Rocket Girls,9,q9,genre of the book,NA,nominal,9,9,FALSE,Comedy / satire,NA,FALSE,NA,NA,NA,NA,NA,Thriller / Horror / Survival,NA
Japan,Rocket Girls,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,9,9,FALSE,Entirely civilian,1,FALSE,1,Entirely civilian,1.3333333333333333,2,Mostly civilian with some military presence,Mostly civilian with some military presence,2
Japan,Rocket Girls,11,q11,Is space characterized like another military domain?,NA,nominal,9,3,FALSE,Like the ocean / naval,NA,FALSE,NA,NA,NA,NA,NA,Like the ocean / naval,NA
Japan,Rocket Girls,12,q12,how physically different is space from earth?,NA,ordinal,9,3,FALSE,Very different (human bodies/technology constantly challenged),4,FALSE,4,Very different (human bodies/technology constantly challenged),4,4,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged),4
Japan,Ten Billion Days and One Hundred Billion Nights,1,q1,is space something to be contested,NA,ordinal,9,9,FALSE,High contestation (frequent conflict or strategic struggle),4,FALSE,4,High contestation (frequent conflict or strategic struggle),3.2222222222222223,5,Total war / constant conflict,High contestation (frequent conflict or strategic struggle),4
Japan,Ten Billion Days and One Hundred Billion Nights,2,q2,can you inhabit and hold territory in space,NA,ordinal,9,4,FALSE,Habitable and governable (permanent settlements can hold territory),4,FALSE,4,Habitable and governable (permanent settlements can hold territory),3.75,4,Habitable and governable (permanent settlements can hold territory),"Limited settlement (small colonies, hard to sustain/control)",3
Japan,Ten Billion Days and One Hundred Billion Nights,3,q3,how long is journey / how  far from earth,NA,ordinal,9,6,FALSE,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,FALSE,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5
Japan,Ten Billion Days and One Hundred Billion Nights,4,q4,how culturally different is space from earth?,NA,ordinal,9,6,FALSE,Radically different / alien social order,5,FALSE,5,Radically different / alien social order,4.166666666666667,5,Radically different / alien social order,Radically different / alien social order,5
Japan,Ten Billion Days and One Hundred Billion Nights,5,q5,do you speak same language on earth vs space ?,NA,ordinal,9,6,FALSE,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),5,FALSE,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),3.6666666666666665,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),5
Japan,Ten Billion Days and One Hundred Billion Nights,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,9,5,FALSE,Extremely hostile (constant survival pressure),4,TRUE,4,Extremely hostile (constant survival pressure),4.2,5,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention,5
Japan,Ten Billion Days and One Hundred Billion Nights,7,q7,how common is it for humans to live in space,NA,ordinal,9,5,FALSE,Exceptionally rare (few astronauts/explorers),1,FALSE,1,Exceptionally rare (few astronauts/explorers),1.4,2,Uncommon (small specialist population),Exceptionally rare (few astronauts/explorers),1
Japan,Ten Billion Days and One Hundred Billion Nights,8,q8,are there different countries in space? Or just one?,NA,ordinal,9,6,FALSE,Single unified authority,2,FALSE,2,Single unified authority,2.5,4,Multiple distinct space polities,Single unified authority,2
Japan,Ten Billion Days and One Hundred Billion Nights,9,q9,genre of the book,NA,nominal,9,7,FALSE,Adventure / exploration,NA,TRUE,NA,NA,NA,NA,NA,Adventure / exploration,NA
Japan,Ten Billion Days and One Hundred Billion Nights,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,9,4,FALSE,Mostly military,4,FALSE,3,Mixed civilian-military domain,3.25,4,Mostly military,Other / Unsure,NA
Japan,Ten Billion Days and One Hundred Billion Nights,11,q11,Is space characterized like another military domain?,NA,nominal,9,5,FALSE,Totally unique domain,NA,FALSE,NA,NA,NA,NA,NA,Totally unique domain,NA
Japan,Ten Billion Days and One Hundred Billion Nights,12,q12,how physically different is space from earth?,NA,ordinal,9,5,FALSE,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5,FALSE,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5
Japan,The Lord of the Sands of Time,1,q1,is space something to be contested,NA,ordinal,10,10,FALSE,Total war / constant conflict,5,FALSE,4,High contestation (frequent conflict or strategic struggle),4.2,5,Total war / constant conflict,No contestation,1
Japan,The Lord of the Sands of Time,2,q2,can you inhabit and hold territory in space,NA,ordinal,10,5,FALSE,Habitable and governable (permanent settlements can hold territory),4,FALSE,4,Habitable and governable (permanent settlements can hold territory),3.6,4,Habitable and governable (permanent settlements can hold territory),Habitable and governable (permanent settlements can hold territory),4
Japan,The Lord of the Sands of Time,3,q3,how long is journey / how  far from earth,NA,ordinal,10,4,FALSE,Moderate journey (months/meaningful separation),3,TRUE,3,Moderate journey (months/meaningful separation),3,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure,NA
Japan,The Lord of the Sands of Time,4,q4,how culturally different is space from earth?,NA,ordinal,10,3,FALSE,Basically Earth society in space,1,FALSE,1,Basically Earth society in space,2,4,Distinct space culture,Basically Earth society in space,1
Japan,The Lord of the Sands of Time,5,q5,do you speak same language on earth vs space ?,NA,ordinal,10,10,FALSE,Same languages as Earth,1,FALSE,1,Same languages as Earth,1,1,Same languages as Earth,Same languages as Earth,1
Japan,The Lord of the Sands of Time,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,10,2,FALSE,Harsh and resource-intensive,3,FALSE,3,Harsh and resource-intensive,3,3,Harsh and resource-intensive,Other / Unsure,NA
Japan,The Lord of the Sands of Time,7,q7,how common is it for humans to live in space,NA,ordinal,10,2,FALSE,Moderately common (noticeable settlements/populations),3,TRUE,3,Moderately common (noticeable settlements/populations),3.5,4,Common (many people live/work there),Other / Unsure,NA
Japan,The Lord of the Sands of Time,8,q8,are there different countries in space? Or just one?,NA,ordinal,10,4,FALSE,Single unified authority,2,TRUE,2,Single unified authority,2.5,3,Earth nation-states extend into space,Single unified authority,2
Japan,The Lord of the Sands of Time,9,q9,genre of the book,NA,nominal,10,10,FALSE,Military / war,NA,FALSE,NA,NA,NA,NA,NA,Drama,NA
Japan,The Lord of the Sands of Time,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,10,10,FALSE,Mostly military,4,FALSE,3,Mixed civilian-military domain,3.4,4,Mostly military,Mostly civilian with some military presence,2
Japan,The Lord of the Sands of Time,11,q11,Is space characterized like another military domain?,NA,nominal,10,4,FALSE,Like the ocean / naval,NA,FALSE,NA,NA,NA,NA,NA,Like the ocean / naval,NA
Japan,The Lord of the Sands of Time,12,q12,how physically different is space from earth?,NA,ordinal,10,2,FALSE,Very different (human bodies/technology constantly challenged),4,FALSE,4,Very different (human bodies/technology constantly challenged),4,4,Very different (human bodies/technology constantly challenged),Other / Unsure,NA
Japan,The Next Continent,1,q1,is space something to be contested,NA,ordinal,9,9,FALSE,"Low contestation (minor competition, little open conflict)",2,TRUE,2,"Low contestation (minor competition, little open conflict)",2,3,Moderate contestation (ongoing rivalry/disputes),No contestation,1
Japan,The Next Continent,2,q2,can you inhabit and hold territory in space,NA,ordinal,9,7,FALSE,"Visiting / Temporary presence only (stations, missions, outposts)",2,FALSE,2,"Visiting / Temporary presence only (stations, missions, outposts)",2.857142857142857,4,Habitable and governable (permanent settlements can hold territory),Habitable and governable (permanent settlements can hold territory),4
Japan,The Next Continent,3,q3,how long is journey / how  far from earth,NA,ordinal,9,7,FALSE,Near-Earth / very short journey,1,FALSE,1,Near-Earth / very short journey,1,1,Near-Earth / very short journey,Near-Earth / very short journey,1
Japan,The Next Continent,4,q4,how culturally different is space from earth?,NA,ordinal,9,3,FALSE,Basically Earth society in space,1,FALSE,1,Basically Earth society in space,1,1,Basically Earth society in space,Basically Earth society in space,1
Japan,The Next Continent,5,q5,do you speak same language on earth vs space ?,NA,ordinal,9,9,FALSE,Same languages as Earth,1,FALSE,1,Same languages as Earth,1,1,Same languages as Earth,Same languages as Earth,1
Japan,The Next Continent,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,9,7,FALSE,Harsh and resource-intensive,3,FALSE,3,Harsh and resource-intensive,3,4,Extremely hostile (constant survival pressure),Manageable but risky,2
Japan,The Next Continent,7,q7,how common is it for humans to live in space,NA,ordinal,9,7,FALSE,Exceptionally rare (few astronauts/explorers),1,FALSE,1,Exceptionally rare (few astronauts/explorers),1.4285714285714286,2,Uncommon (small specialist population),Uncommon (small specialist population),2
Japan,The Next Continent,8,q8,are there different countries in space? Or just one?,NA,ordinal,9,7,FALSE,Earth nation-states extend into space,3,FALSE,3,Earth nation-states extend into space,3,3,Earth nation-states extend into space,Earth nation-states extend into space,3
Japan,The Next Continent,9,q9,genre of the book,NA,nominal,9,9,FALSE,Drama,NA,FALSE,NA,NA,NA,NA,NA,Drama,NA
Japan,The Next Continent,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,9,9,FALSE,Entirely civilian,1,FALSE,1,Entirely civilian,1,1,Entirely civilian,Entirely civilian,1
Japan,The Next Continent,11,q11,Is space characterized like another military domain?,NA,nominal,9,7,FALSE,Like the frontier / colonial expansion,NA,FALSE,NA,NA,NA,NA,NA,Like the frontier / colonial expansion,NA
Japan,The Next Continent,12,q12,how physically different is space from earth?,NA,ordinal,9,7,FALSE,Very different (human bodies/technology constantly challenged),4,FALSE,4,Very different (human bodies/technology constantly challenged),3.2857142857142856,4,Very different (human bodies/technology constantly challenged),Moderately different (regular adaptation needed),3
Japan,Usurper of the Sun,1,q1,is space something to be contested,NA,ordinal,43,43,FALSE,Total war / constant conflict,5,FALSE,3,Moderate contestation (ongoing rivalry/disputes),3.1627906976744184,5,Total war / constant conflict,No contestation,1
Japan,Usurper of the Sun,2,q2,can you inhabit and hold territory in space,NA,ordinal,43,30,FALSE,Cannot inhabit or hold territory,1,FALSE,1,Cannot inhabit or hold territory,1.5,5,Extensive territorial occupation (many settled worlds/regions held like states or empires),Other / Unsure,NA
Japan,Usurper of the Sun,3,q3,how long is journey / how  far from earth,NA,ordinal,43,29,FALSE,Short interplanetary journey,2,FALSE,3,Moderate journey (months/meaningful separation),2.689655172413793,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure,NA
Japan,Usurper of the Sun,4,q4,how culturally different is space from earth?,NA,ordinal,43,11,FALSE,Radically different / alien social order,5,FALSE,5,Radically different / alien social order,5,5,Radically different / alien social order,Other / Unsure,NA
Japan,Usurper of the Sun,5,q5,do you speak same language on earth vs space ?,NA,ordinal,43,33,FALSE,Same languages as Earth,1,FALSE,1,Same languages as Earth,1.121212121212121,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Same languages as Earth,1
Japan,Usurper of the Sun,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,43,26,FALSE,Nearly uninhabitable / lethal without major intervention,5,FALSE,5,Nearly uninhabitable / lethal without major intervention,4.576923076923077,5,Nearly uninhabitable / lethal without major intervention,Other / Unsure,NA
Japan,Usurper of the Sun,7,q7,how common is it for humans to live in space,NA,ordinal,43,29,FALSE,Uncommon (small specialist population),2,FALSE,2,Uncommon (small specialist population),1.7586206896551724,5,Normalized / widespread (space habitation is ordinary for humanity),Other / Unsure,NA
Japan,Usurper of the Sun,8,q8,are there different countries in space? Or just one?,NA,ordinal,43,34,FALSE,Single unified authority,2,FALSE,2,Single unified authority,2,2,Single unified authority,Other / Unsure,NA
Japan,Usurper of the Sun,9,q9,genre of the book,NA,nominal,43,43,FALSE,Adventure / exploration,NA,FALSE,NA,NA,NA,NA,NA,Drama,NA
Japan,Usurper of the Sun,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,43,43,FALSE,Mostly military,4,FALSE,3,Mixed civilian-military domain,2.953488372093023,4,Mostly military,Entirely civilian,1
Japan,Usurper of the Sun,11,q11,Is space characterized like another military domain?,NA,nominal,43,28,FALSE,Like the ocean / naval,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Japan,Usurper of the Sun,12,q12,how physically different is space from earth?,NA,ordinal,43,27,FALSE,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5,FALSE,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),4.555555555555555,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Other / Unsure,NA
Russia,Aelita,1,q1,is space something to be contested,NA,ordinal,38,38,FALSE,No contestation,1,FALSE,1,No contestation,2.1578947368421053,5,Total war / constant conflict,NA,NA
Russia,Aelita,2,q2,can you inhabit and hold territory in space,NA,ordinal,38,32,FALSE,"Visiting / Temporary presence only (stations, missions, outposts)",2,FALSE,2,"Visiting / Temporary presence only (stations, missions, outposts)",1.75,2,"Visiting / Temporary presence only (stations, missions, outposts)",NA,NA
Russia,Aelita,3,q3,how long is journey / how  far from earth,NA,ordinal,38,32,FALSE,Short interplanetary journey,2,FALSE,2,Short interplanetary journey,2,2,Short interplanetary journey,NA,NA
Russia,Aelita,4,q4,how culturally different is space from earth?,NA,ordinal,38,25,FALSE,Radically different / alien social order,5,FALSE,5,Radically different / alien social order,5,5,Radically different / alien social order,NA,NA
Russia,Aelita,5,q5,do you speak same language on earth vs space ?,NA,ordinal,38,31,FALSE,Distinct space language(s),4,FALSE,4,Distinct space language(s),2.5483870967741935,4,Distinct space language(s),NA,NA
Russia,Aelita,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,38,32,FALSE,Manageable but risky,2,FALSE,3,Harsh and resource-intensive,3.0625,5,Nearly uninhabitable / lethal without major intervention,NA,NA
Russia,Aelita,7,q7,how common is it for humans to live in space,NA,ordinal,38,32,FALSE,Exceptionally rare (few astronauts/explorers),1,FALSE,1,Exceptionally rare (few astronauts/explorers),1,1,Exceptionally rare (few astronauts/explorers),NA,NA
Russia,Aelita,8,q8,are there different countries in space? Or just one?,NA,ordinal,38,24,FALSE,Single unified authority,2,FALSE,2,Single unified authority,1.9166666666666667,2,Single unified authority,NA,NA
Russia,Aelita,9,q9,genre of the book,NA,nominal,38,38,FALSE,Adventure / exploration,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
Russia,Aelita,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,38,38,FALSE,Entirely civilian,1,FALSE,1,Entirely civilian,1.5789473684210527,4,Mostly military,NA,NA
Russia,Aelita,11,q11,Is space characterized like another military domain?,NA,nominal,38,12,FALSE,Like the frontier / colonial expansion,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
Russia,Aelita,12,q12,how physically different is space from earth?,NA,ordinal,38,32,FALSE,Moderately different (regular adaptation needed),3,FALSE,3,Moderately different (regular adaptation needed),3.4375,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),NA,NA
Russia,Hard to Be a God,1,q1,is space something to be contested,NA,ordinal,11,11,FALSE,No contestation,1,FALSE,1,No contestation,1,1,No contestation,No contestation,1
Russia,Hard to Be a God,2,q2,can you inhabit and hold territory in space,NA,ordinal,11,10,FALSE,"Visiting / Temporary presence only (stations, missions, outposts)",2,FALSE,2,"Visiting / Temporary presence only (stations, missions, outposts)",2,2,"Visiting / Temporary presence only (stations, missions, outposts)","Visiting / Temporary presence only (stations, missions, outposts)",2
Russia,Hard to Be a God,3,q3,how long is journey / how  far from earth,NA,ordinal,11,10,FALSE,"Long-distance journey (years, major separation from Earth)",4,FALSE,4,"Long-distance journey (years, major separation from Earth)",4,4,"Long-distance journey (years, major separation from Earth)","Long-distance journey (years, major separation from Earth)",4
Russia,Hard to Be a God,4,q4,how culturally different is space from earth?,NA,ordinal,11,11,FALSE,Radically different / alien social order,5,FALSE,5,Radically different / alien social order,4.636363636363637,5,Radically different / alien social order,Radically different / alien social order,5
Russia,Hard to Be a God,5,q5,do you speak same language on earth vs space ?,NA,ordinal,11,11,FALSE,Distinct space language(s),4,FALSE,4,Distinct space language(s),3.6363636363636362,4,Distinct space language(s),Shared lingua franca plus local variation,3
Russia,Hard to Be a God,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,11,10,FALSE,Benign / easily survivable,1,FALSE,1,Benign / easily survivable,1,1,Benign / easily survivable,Benign / easily survivable,1
Russia,Hard to Be a God,7,q7,how common is it for humans to live in space,NA,ordinal,11,10,FALSE,Exceptionally rare (few astronauts/explorers),1,FALSE,1,Exceptionally rare (few astronauts/explorers),1,1,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers),1
Russia,Hard to Be a God,8,q8,are there different countries in space? Or just one?,NA,ordinal,11,10,FALSE,Multiple distinct space polities,4,FALSE,4,Multiple distinct space polities,4,4,Multiple distinct space polities,Multiple distinct space polities,4
Russia,Hard to Be a God,9,q9,genre of the book,NA,nominal,11,11,FALSE,Political / diplomatic,NA,FALSE,NA,NA,NA,NA,NA,Thriller / Horror / Survival,NA
Russia,Hard to Be a God,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,11,11,FALSE,Entirely civilian,1,FALSE,1,Entirely civilian,1,1,Entirely civilian,Entirely civilian,1
Russia,Hard to Be a God,11,q11,Is space characterized like another military domain?,NA,nominal,11,10,FALSE,Like the frontier / colonial expansion,NA,FALSE,NA,NA,NA,NA,NA,Like the frontier / colonial expansion,NA
Russia,Hard to Be a God,12,q12,how physically different is space from earth?,NA,ordinal,11,10,FALSE,Almost Earth-like,1,FALSE,1,Almost Earth-like,1,1,Almost Earth-like,Almost Earth-like,1
Russia,Noon: 22nd Century,1,q1,is space something to be contested,NA,ordinal,20,14,FALSE,No contestation,1,FALSE,1,No contestation,1,1,No contestation,No contestation,1
Russia,Noon: 22nd Century,2,q2,can you inhabit and hold territory in space,NA,ordinal,20,13,FALSE,"Visiting / Temporary presence only (stations, missions, outposts)",2,FALSE,3,"Limited settlement (small colonies, hard to sustain/control)",2.8461538461538463,4,Habitable and governable (permanent settlements can hold territory),Habitable and governable (permanent settlements can hold territory),4
Russia,Noon: 22nd Century,3,q3,how long is journey / how  far from earth,NA,ordinal,20,13,FALSE,"Long-distance journey (years, major separation from Earth)",4,FALSE,4,"Long-distance journey (years, major separation from Earth)",3.5384615384615383,4,"Long-distance journey (years, major separation from Earth)","Long-distance journey (years, major separation from Earth)",4
Russia,Noon: 22nd Century,4,q4,how culturally different is space from earth?,NA,ordinal,20,20,FALSE,Basically Earth society in space,1,FALSE,1,Basically Earth society in space,1,1,Basically Earth society in space,Basically Earth society in space,1
Russia,Noon: 22nd Century,5,q5,do you speak same language on earth vs space ?,NA,ordinal,20,20,FALSE,Same languages as Earth,1,FALSE,1,Same languages as Earth,1,1,Same languages as Earth,Same languages as Earth,1
Russia,Noon: 22nd Century,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,20,10,FALSE,Manageable but risky,2,FALSE,2,Manageable but risky,2.7,4,Extremely hostile (constant survival pressure),Other / Unsure,NA
Russia,Noon: 22nd Century,7,q7,how common is it for humans to live in space,NA,ordinal,20,13,FALSE,Uncommon (small specialist population),2,FALSE,2,Uncommon (small specialist population),2.3846153846153846,4,Common (many people live/work there),Common (many people live/work there),4
Russia,Noon: 22nd Century,8,q8,are there different countries in space? Or just one?,NA,ordinal,20,14,FALSE,Single unified authority,2,FALSE,2,Single unified authority,2,2,Single unified authority,Single unified authority,2
Russia,Noon: 22nd Century,9,q9,genre of the book,NA,nominal,20,20,FALSE,Drama,NA,FALSE,NA,NA,NA,NA,NA,Comedy / satire,NA
Russia,Noon: 22nd Century,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,20,15,FALSE,Entirely civilian,1,FALSE,1,Entirely civilian,1,1,Entirely civilian,Entirely civilian,1
Russia,Noon: 22nd Century,11,q11,Is space characterized like another military domain?,NA,nominal,20,12,FALSE,Like the frontier / colonial expansion,NA,FALSE,NA,NA,NA,NA,NA,Like the frontier / colonial expansion,NA
Russia,Noon: 22nd Century,12,q12,how physically different is space from earth?,NA,ordinal,20,7,FALSE,Somewhat different (manageable environmental differences),2,FALSE,2,Somewhat different (manageable environmental differences),3,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Other / Unsure,NA
Russia,One Billion Years to the End of the World (Definitely Maybe),1,q1,is space something to be contested,NA,ordinal,11,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,One Billion Years to the End of the World (Definitely Maybe),2,q2,can you inhabit and hold territory in space,NA,ordinal,11,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,One Billion Years to the End of the World (Definitely Maybe),3,q3,how long is journey / how  far from earth,NA,ordinal,11,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,One Billion Years to the End of the World (Definitely Maybe),4,q4,how culturally different is space from earth?,NA,ordinal,11,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,One Billion Years to the End of the World (Definitely Maybe),5,q5,do you speak same language on earth vs space ?,NA,ordinal,11,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,One Billion Years to the End of the World (Definitely Maybe),6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,11,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,One Billion Years to the End of the World (Definitely Maybe),7,q7,how common is it for humans to live in space,NA,ordinal,11,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,One Billion Years to the End of the World (Definitely Maybe),8,q8,are there different countries in space? Or just one?,NA,ordinal,11,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,One Billion Years to the End of the World (Definitely Maybe),9,q9,genre of the book,NA,nominal,11,11,FALSE,Thriller / Horror / Survival,NA,FALSE,NA,NA,NA,NA,NA,Drama,NA
Russia,One Billion Years to the End of the World (Definitely Maybe),10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,11,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,One Billion Years to the End of the World (Definitely Maybe),11,q11,Is space characterized like another military domain?,NA,nominal,11,0,TRUE,Other / Unsure,6,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,One Billion Years to the End of the World (Definitely Maybe),12,q12,how physically different is space from earth?,NA,ordinal,11,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,Prisoners of Power,1,q1,is space something to be contested,NA,ordinal,19,19,FALSE,No contestation,1,FALSE,1,No contestation,1,1,No contestation,No contestation,1
Russia,Prisoners of Power,2,q2,can you inhabit and hold territory in space,NA,ordinal,19,19,FALSE,"Visiting / Temporary presence only (stations, missions, outposts)",2,FALSE,2,"Visiting / Temporary presence only (stations, missions, outposts)",2,2,"Visiting / Temporary presence only (stations, missions, outposts)","Visiting / Temporary presence only (stations, missions, outposts)",2
Russia,Prisoners of Power,3,q3,how long is journey / how  far from earth,NA,ordinal,19,4,FALSE,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,FALSE,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5
Russia,Prisoners of Power,4,q4,how culturally different is space from earth?,NA,ordinal,19,18,FALSE,Radically different / alien social order,5,FALSE,5,Radically different / alien social order,5,5,Radically different / alien social order,Radically different / alien social order,5
Russia,Prisoners of Power,5,q5,do you speak same language on earth vs space ?,NA,ordinal,19,19,FALSE,Distinct space language(s),4,FALSE,4,Distinct space language(s),4,4,Distinct space language(s),Distinct space language(s),4
Russia,Prisoners of Power,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,19,19,FALSE,Harsh and resource-intensive,3,FALSE,3,Harsh and resource-intensive,3.263157894736842,4,Extremely hostile (constant survival pressure),Harsh and resource-intensive,3
Russia,Prisoners of Power,7,q7,how common is it for humans to live in space,NA,ordinal,19,19,FALSE,Exceptionally rare (few astronauts/explorers),1,FALSE,1,Exceptionally rare (few astronauts/explorers),1.0526315789473684,2,Uncommon (small specialist population),Uncommon (small specialist population),2
Russia,Prisoners of Power,8,q8,are there different countries in space? Or just one?,NA,ordinal,19,18,FALSE,Multiple distinct space polities,4,FALSE,4,Multiple distinct space polities,3.5555555555555554,4,Multiple distinct space polities,Multiple distinct space polities,4
Russia,Prisoners of Power,9,q9,genre of the book,NA,nominal,19,19,FALSE,Thriller / Horror / Survival,NA,FALSE,NA,NA,NA,NA,NA,Thriller / Horror / Survival,NA
Russia,Prisoners of Power,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,19,19,FALSE,Mixed civilian-military domain,3,FALSE,3,Mixed civilian-military domain,3,5,Entirely military / war-focused,Mixed civilian-military domain,3
Russia,Prisoners of Power,11,q11,Is space characterized like another military domain?,NA,nominal,19,19,FALSE,Like the frontier / colonial expansion,NA,FALSE,NA,NA,NA,NA,NA,Like the frontier / colonial expansion,NA
Russia,Prisoners of Power,12,q12,how physically different is space from earth?,NA,ordinal,19,19,FALSE,Very different (human bodies/technology constantly challenged),4,FALSE,4,Very different (human bodies/technology constantly challenged),3.736842105263158,4,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged),4
Russia,Roadside Picnic,1,q1,is space something to be contested,NA,ordinal,4,4,FALSE,Moderate contestation (ongoing rivalry/disputes),3,FALSE,3,Moderate contestation (ongoing rivalry/disputes),3,3,Moderate contestation (ongoing rivalry/disputes),Moderate contestation (ongoing rivalry/disputes),3
Russia,Roadside Picnic,2,q2,can you inhabit and hold territory in space,NA,ordinal,4,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,Roadside Picnic,3,q3,how long is journey / how  far from earth,NA,ordinal,4,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,Roadside Picnic,4,q4,how culturally different is space from earth?,NA,ordinal,4,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,Roadside Picnic,5,q5,do you speak same language on earth vs space ?,NA,ordinal,4,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Russia,Roadside Picnic,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,4,4,FALSE,Nearly uninhabitable / lethal without major intervention,5,FALSE,5,Nearly uninhabitable / lethal without major intervention,5,5,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention,5
